Question,Answer,Options,Correct
"in what time will a train 50 m long cross an electric pole , it its speed be 144 km / hr ?",1.25,"a ) 1.25 sec , b ) 2.75 sec , c ) 3.5 sec , d ) 2.39 sec , e ) 9.5 sec",a
a “ sophie germain ” prime is any positive prime number p for which 2 p + 1 is also prime . the product of all the possible units digits of sophie germain primes greater than 3 is,189,"a ) 3 , b ) 189 , c ) 221 , d ) 227 , e ) 230",b
"in a kilometer race , a beats b by 25 meters or 10 seconds . what time does a take to complete the race ?",390,"a ) 167 sec , b ) 190 sec , c ) 390 sec , d ) 716 sec , e ) 123 sec",c
"one week , a certain truck rental lot had a total of 26 trucks , all of which were on the lot monday morning . if 50 % of the trucks that were rented out during the week were returned to the lot on or before saturday morning of that week , and if there were at least 14 trucks on the lot that saturday morning , what is the greatest number of different trucks that could have been rented out during the week ?",24,"a ) 18 , b ) 16 , c ) 12 , d ) 24 , e ) 4",d
"each week , harry is paid x dollars per hour for the first 15 hours and 1.5 x dollars for each additional hour worked that week . each week , james is paid x dollars per per hour for the first 40 hours and 2 x dollars for each additional hour worked that week . last week james worked a total of 41 hours if harry and james were paid the same amount last week , how many hours did harry work last week ?",33,"a ) 33 , b ) 36 , c ) 37 , d ) 38 , e ) 39",a
"shawn invested one half of his savings in a bond that paid simple interest for 2 years and received $ 200 as interest . he invested the remaining in a bond that paid compound interest , interest being compounded annually , for the same 2 years at the same rate of interest and received $ 245 as interest . what was the value of his total savings before investing in these two bonds ?",2000,"a ) 4000 , b ) 3500 , c ) 2500 , d ) 3000 , e ) 2000",e
how many seconds will a train 100 meters long take to cross a bridge 160 meters long if the speed of the train is 36 kmph ?,26,"a ) 26 , b ) 72 , c ) 25 , d ) 82 , e ) 27",a
"at a bank , the service charges for transactions were us dollar 1 for every 5 transactions . the bank recently revised the charges to us dollar 0.75 for every 3 transactions . by approximately what percent did the ratio of price to transactions increase from the previous charge ?",25,"a ) 28 , b ) 24 , c ) 23 , d ) 22 , e ) 25",e
convert 800 miles into meters ?,1287472,"a ) 1287472 , b ) 845796 , c ) 804670 , d ) 784596 , e ) 864520",a
nil and ethan are brothers . they left their home at the same time and drove to the same beach . nil drove at a speed of 80 miles per hour . ethan drove at a speed of 20 miles per hour . nil arrived at the beach 0.5 hour earlier than ethan . what is the distance between their home and the beach ?,80,"a ) 70 miles , b ) 80 miles , c ) 90 miles , d ) 100 miles , e ) 110 miles",b
"if m = 3 ^ n , what is the greatest value of n for which m is a factor of 19 !",8,"a ) 8 , b ) 10 , c ) 12 , d ) 14 , e ) 16",a
"a reduction of 15 % in the price of oil enables a house wife to obtain 4 kgs more for rs . 1200 , what is the reduced price for kg ?",45,"a ) 43 , b ) 55 , c ) 35 , d ) 45 , e ) 40",d
"x , y , and z are different prime numbers . the product x ^ 2 * y ^ 2 * z is divisible by how many different positive numbers ?",18,"a ) 6 , b ) 8 , c ) 12 , d ) 18 , e ) 24",d
a car travels from point a to point b . the average speed of the car is 60 km / hr and it travels the first half of the trip at a speed of 48 km / hr . what is the speed of the car in the second half of the trip ?,80,"a ) 72 , b ) 75 , c ) 80 , d ) 84 , e ) 90",c
"a soccer store typically sells replica jerseys at a discount of 60 percent to 50 percent off list price . during the annual summer sale , everything in the store is an additional 20 percent off the original list price . if a replica jersey ' s list price is $ 80 , approximately what percent of the list price is the lowest possible sale price ?",50,"a ) 20 , b ) 25 , c ) 30 , d ) 40 , e ) 50",e
how many real solutions does the equation x 5 + 2 x 3 + 8 x 2 + 16 = 0 have ?,1,"a ) 0 , b ) 1 , c ) 2 , d ) 3 , e ) 5",b
"a man is 20 years older than his son . in two years , his age will be twice the age of his son . what is the present age of his son ?",18,"a ) 23 years , b ) 22 years , c ) 21 years , d ) 20 years , e ) 18 years",e
"in a can , there is a mixture of milk and water in the ratio 8 : 5 . if it is filled with an additional 8 litres of milk the can would be full and ratio of milk and water would become 12 : 5 . find the capacity of the can ?",18.4,"a ) 40 , b ) 18.4 , c ) 48 , d ) 50 , e ) 56",b
matt and peter can do together a piece of work in 20 days . after they have worked together for 12 days matt stops and peter completes the remaining work in 8 days . in how many days peter complete the work separately .,20,"a ) 21 , b ) 24 , c ) 20 , d ) 25 , e ) 30",c
"if 40 % of a number exceeds 25 % of it by 18 , then find the number ?",120,"a ) 120 , b ) 150 , c ) 200 , d ) 64 , e ) 100",a
"if ( 18 ^ a ) * 9 ^ ( 3 a – 1 ) = ( 2 ^ 7 ) ( 3 ^ b ) and a and b are positive integers , what is the value of a ?",7,"a ) 22 , b ) 11 , c ) 9 , d ) 6 , e ) 7",e
the average weight of 8 people increases by 2.5 kg when a new person comes in place of one of them weighing 85 kg . what is the weight of the new person ?,105,"a ) 75 kg , b ) 85 kg , c ) 95 kg , d ) 65 kg , e ) 105 kg",e
"if it takes a tub 6 minutes to drain 5 / 7 of its content , how much more time will it take for the tub to be empty ?",1,"a ) 48 seconds , b ) 1 minute , 12 seconds , c ) 1 minute , 50 seconds , d ) 2 minutes , 24 seconds , e ) 4 minutes , 12 seconds",d
"the average of 10 numbers is 60 . out of 10 numbers the average of first 6 no . is 68 , and last 6 numbers is 75 then find 7 th number ?",258,"a ) a ) 78 , b ) b ) 65 , c ) c ) 258 , d ) d ) 62 , e ) e ) 48",c
"for a certain exam , a score of 42 was 5 standard deviations below mean and a score of 67 was 2.5 standard deviations above mean . what was the mean score for the exam ?",58.67,"a ) 74 , b ) 76 , c ) 78 , d ) 58.67 , e ) 82.2",d
"how many integers between 1 and 1,050 are divisible by 10 , 25 , and 35 ?",3,"a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 3",e
a cistern 4 meters long and 4 meters wide contains water up to a depth of 1 meter 25 cm . what is the total area of the wet surface ?,36,"a ) 28 , b ) 32 , c ) 36 , d ) 40 , e ) 44",c
"an engineer designed a ball so that when it was dropped , it rose with each bounce exactly one - half as high as it had fallen . the engineer dropped the ball from a 16 - meter platform and caught it after it had traveled 32.5 meters . how many times did the ball bounce ?",2,"a ) 2 , b ) 6 , c ) 7 , d ) 8 , e ) 9",a
"a factory producing tennis balls stores them in either big boxes , 25 balls per box , or small boxes , 20 balls per box . if 146 freshly manufactured balls are to be stored , what is the least number of balls that can be left unboxed ?",1,"a ) 2 , b ) 3 , c ) 4 , d ) 1 , e ) 5",d
"each month , after jill pays for rent , utilities , food , and other necessary expenses , she has one fifth of her net monthly salary left as discretionary income . of this discretionary income , she puts 30 % into a vacation fund , 20 % into savings , and spends 35 % on eating out and socializing . this leaves her with $ 111 dollar , which she typically uses for gifts and charitable causes . what is jill ’ s net monthly salary ?",3700,"a ) $ 2400 , b ) $ 3200 , c ) $ 6000 , d ) $ 6400 , e ) $ 3700",e
"in the graduating class of a certain college , 48 percent of the students are male and 52 percent are female . in this class 40 percent of the male and 40 percent of the female students are 25 years old or older . if one student in the class is randomly selected , approximately what is the probability that he or she will be less than 25 years old ?",0.6,"a ) a ) 0.9 , b ) b ) 0.6 , c ) c ) 0.45 , d ) d ) 0.3 , e ) e ) 0.25",b
"two pipes p and q can fill a cistern in 12 and 15 minutes respectively . both are opened together , but at the end of 4 minutes the first is turned off . how many more minutes will it take for the cistern to fill after the first pipe is turned off ?",6,"a ) 6 , b ) 7 , c ) 8 , d ) 9 , e ) 10",a
"15 lts are taken of from a container full of liquid a and replaced with liquid b . again 15 more lts of the mixture is taken and replaced with liquid b . after this process , if the container contains liquid a and b in the ratio 9 : 16 , what is the capacity of the container q ?",37.5,"a ) a : 45 , b ) b : 25 , c ) c : 37.5 , d ) d : 36 , e ) e : 42",c
"mr . hernandez , who was a resident of state x for only 10 months last year , had a taxable income of $ 22,500 for the year . if the state tax rate were 4 percent of the year ’ s taxable income prorated for the proportion of the year during which the taxpayer was a resident , what would be the amount of mr . hernandez ’ s state x tax for last year ?",750,"a ) $ 900 , b ) $ 750 , c ) $ 600 , d ) $ 300 , e ) $ 60",b
7 / 9 of 3 / 5 of a number is greater than 2 / 9 of 5 / 6 of the same number by 152 . what is half of that number ?,270,"a ) 165 , b ) 195 , c ) 240 , d ) 270 , e ) 315",d
"the smallest number which when diminished by 3 is divisible by 21 , 2836 and 45 is . . .",427,"a ) 829 , b ) 869 , c ) 859 , d ) 4320 , e ) 427",e
"if 45 % of z is 96 % of y and y is 75 % of x , what percent of x is z ?",160,"a ) 200 , b ) 160 , c ) 100 , d ) 65 , e ) 50",b
the area of a triangle is with base 4.5 m and height 6 m ?,13.5 m 2,"a ) 11 m 2 , b ) 10 m 2 , c ) 13.5 m 2 , d ) 19 m 2 , e ) 12.5 m 2",c
"if ( 5 ^ 15 ) ( 9 ^ 8 ) = 3 ( 15 ^ x ) , what is the value of x ?",15,"a ) 7 , b ) 9 , c ) 11 , d ) 13 , e ) 15",e
a sum of money at simple interest amounts to rs . 825 in 3 years and to rs . 830 in 4 years . the sum is ?,810,"a ) s . 738 , b ) s . 638 , c ) s . 650 , d ) s . 810 , e ) s . 735",d
"at a particular graduation party with 300 guests , 70 % of the guests brought gifts , and 40 % of the female guests brought gifts . if 45 males did not bring gifts to the party , how many females did bring gifts ?",30,"a ) 18 , b ) 30 , c ) 42 , d ) 68 , e ) 70",b
"after playing 40 games , the lesley basketball team had won 50 % of the games . the additional games played gave the team a 20 % total winning average . how many additional games must the team have won to obtain this average ?",15,"a ) 2 , b ) 15 , c ) 7 , d ) 10 , e ) 9",b
"what is the square root of 5,625 ?",75,"a ) a ) 18 , b ) b ) 75 , c ) c ) 45 , d ) d ) 62 , e ) e ) 81",b
( x ) + 9088 + 1090 - 9156 = 19845 . calculate the value of x,18823,"a ) 11123 , b ) 18153 , c ) 11282 , d ) 18825 , e ) 18823",e
"the market value of a certain machine decreased by 15 percent of its purchase price each year . if the machine was purchased in 1982 for its market value of $ 8,000 , what was its market value two years later ?",00,"a ) $ 8,000 , b ) $ 5,600 , c ) $ 3,200 , d ) $ 4,400 , e ) $ 800",b
"a water tank is four - fifths full . pipe a can fill a tank in 10 minutes and pipe b can empty it in 6 minutes . if both the pipes are open , how many minutes will it take to empty or fill the tank completely ?",12,"a ) 6 , b ) 9 , c ) 10 , d ) 12 , e ) 15",d
mr . smith calculated the average of 10 3 digit numbers . but due to a mistake he reversed the digits of a number and thus his average increased by 19.8 the difference between the unit digit and hundreds digit of that number is :,2,"a ) 2 , b ) 6 , c ) 5 , d ) 3 , e ) 4",a
"a certain family has 3 sons : richard is 6 years older than david , and david is 8 years older than scott . if in 8 years , richard will be twice as old as scott , then how old was david 4 years ago ?",10,"a ) 8 , b ) 10 , c ) 12 , d ) 14 , e ) 16",b
cubes with each side one inch long are glued together to form a larger cube . the larger cube ' s face is painted with red color and the entire assembly is taken apart . 24 small cubes are found with no paints on them . how many of unit cubes have at least one face that is painted red ?,101,"a ) 64 , b ) 72 , c ) 86 , d ) 98 , e ) 101",e
"in a certain pond , 30 fish were caught , tagged , and returned to the pond . a few days later , 50 fish were caught again , of which 2 were found to have been tagged . if the percent of tagged fish in the second catch approximates the percent of tagged fish in the pond , what is the approximate number of fish in the pond ?",750,"a ) 750 , b ) 625 , c ) 1,250 , d ) 2,500 , e ) 10,000",a
"in an examination , there are 100 questions divided into 3 groups a , b and c such that each group contains at least one question . each question in group a carries 1 mark , each question in group b carries 2 marks and each question in group c carries 3 marks . it is known that the questions in group a together carry at least 60 % of the total marks . if group b contains 23 questions , then how many questions are there in group c ?",1,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",a
897.7 – 573.07 – 95.007 = ?,229.623,"a ) 229.623 , b ) 224.777 , c ) 233.523 , d ) 414.637 , e ) none of these",a
"a and b finish the job in 15 days . while a , b and c can finish it in 5 days . c alone will finish the job in",7.5,"a ) 4.50 days , b ) 3.50 days , c ) 6.0 days , d ) 7.5 days , e ) 5.50 days",d
"working together at their respective constant rates , machine a and machine b can produce 1,500 units in 8 hours . working alone , machine b would complete that same output in 50 % more time . if machine a were to work on its own for an 8 - hour shift , what percent of the 1,500 unit total would it produce ?",30,"a ) 25 , b ) 36 , c ) 30 , d ) 67 , e ) 75",c
"calculate how many days it will take for 7 boys to wash a 35 m long wall if 5 boys can wash a 25 m long wall in 4 days ,",4,"a ) 6 days , b ) 3 days , c ) 4 days , d ) 2 days , e ) 5 days",c
how many diagonals does a 61 - sided convex polygon have ?,1769,"a ) 1182 , b ) 1769 , c ) 2456 , d ) 3538 , e ) 4209",b
"balls of equal size are arranged in rows to form an equilateral triangle . the top most row consists of one ball , the 2 nd row of two balls and so on . if 253 balls are added , then all the balls can be arranged in the shape of square and each of the sides of the square contain 8 balls less than the each side of the triangle did . how many balls made up the triangle ?",903,"a ) 903 , b ) 2209 , c ) 2878 , d ) 1210 , e ) 1560",a
